id,node_id,node_label,node_type,rule_type,incoming,outgoing,turning_matrix,priority_ranks,alpha
402,CN170,J508,junction,turning,417 420 421 441,416 422 426 427,"[[0.4, 0.1, 0.1, 0.4], [0.06666666666666667, 0.06666666666666667, 0.8, 0.06666666666666667], [0.06666666666666667, 0.8, 0.06666666666666667, 0.06666666666666667], [0.4, 0.1, 0.1, 0.4]]","[[1, 1, 1, 1], [2, 2, 2, 2], [3, 3, 3, 3], [4, 4, 4, 4]]",0.3
403,CN171,J509,junction,turning,422 426,420 421,"[[0.2, 0.8], [0.8, 0.2]]","[[1, 1], [2, 2]]",0.3
404,CN172,J516,junction,turning,320 323,319 321 322,"[[0.2, 0.4, 0.4], [0.2, 0.4, 0.4]]","[[1, 1, 1], [2, 2, 2]]",0.3
405,CN173,J515,junction,turning,338,324 329,"[[0.2, 0.8]]","[[1, 1]]",0.3
406,CN174,J580,junction,turning,261 268 343,263 265 266 267,"[[0.25, 0.25, 0.25, 0.25], [0.06666666666666667, 0.06666666666666667, 0.8, 0.06666666666666667], [0.8, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667]]","[[1, 1, 1, 1], [2, 2, 2, 2], [3, 3, 3, 3]]",0.3
407,CN175,J593,junction,turning,256 258 274,255 257 259,"[[0.8, 0.1, 0.1], [0.3333333333333333, 0.3333333333333333, 0.3333333333333333], [0.1, 0.8, 0.1]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
408,CN176,J631,junction,turning,229,242 243,"[[0.8, 0.2]]","[[1, 1]]",0.3
409,CN177,J639,junction,turning,69 81,228,"[[1.0], [1.0]]","[[2], [1]]",0.3
410,CN178,J643,junction,turning,228 239,223,"[[1.0], [1.0]]","[[1], [2]]",0.3
411,CN179,J642,junction,turning,52 80,260,"[[1.0], [1.0]]","[[2], [1]]",0.3
412,CN18,J606,junction,turning,291 301 330,297 299 302,"[[0.8, 0.1, 0.1], [0.1, 0.1, 0.8], [0.1, 0.8, 0.1]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
413,CN180,J659,junction,turning,234 242,64,"[[1.0], [1.0]]","[[2], [1]]",0.3
414,CN181,J667,junction,turning,71 91 97,77 79 84,"[[0.1, 0.8, 0.1], [0.3333333333333333, 0.3333333333333333, 0.3333333333333333], [0.8, 0.1, 0.1]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
415,CN182,J693,junction,turning,64 109,113,"[[1.0], [1.0]]","[[1], [2]]",0.3
416,CN183,J760,junction,turning,113,15 16,"[[0.2, 0.8]]","[[1, 1]]",0.3
417,CN184,J766,junction,turning,20,17 18,"[[0.8, 0.2]]","[[1, 1]]",0.3
418,CN19,J598,junction,turning,162 272 275 282,276 277 278 279,"[[0.1, 0.4, 0.1, 0.4], [0.1, 0.4, 0.1, 0.4], [0.4, 0.1, 0.4, 0.1], [0.4, 0.1, 0.4, 0.1]]","[[1, 1, 1, 1], [2, 2, 2, 2], [3, 3, 3, 3], [4, 4, 4, 4]]",0.3
419,CN20,J765,junction,turning,1 4 5,2 3 6,"[[0.8, 0.1, 0.1], [0.2, 0.4, 0.4], [0.2, 0.4, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
420,CN22,J713,junction,turning,143 147,148 149,"[[0.2, 0.8], [0.5, 0.5]]","[[1, 1], [2, 2]]",0.3
421,CN23,J738,junction,turning,146,137 143,"[[0.8, 0.2]]","[[1, 1]]",0.3
422,CN24,J745,junction,turning,17,146 147,"[[0.8, 0.2]]","[[1, 1]]",0.3
423,CN25,J146,junction,turning,1211 1218,1214 1217,"[[0.5, 0.5], [0.2, 0.8]]","[[1, 1], [2, 2]]",0.3
424,CN26,J156,junction,turning,1210 1223,1213 1215,"[[0.5, 0.5], [0.2, 0.8]]","[[1, 1], [2, 2]]",0.3
425,CN27,J373,junction,turning,632 633 639 640,499 636 637 638,"[[0.25, 0.25, 0.25, 0.25], [0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.8], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[[1, 1, 1, 1], [3, 3, 3, 3], [2, 2, 2, 2], [4, 4, 4, 4]]",0.3
426,CN28,J444,junction,turning,399,393 562,"[[0.8, 0.2]]","[[1, 1]]",0.3
427,CN29,J277,junction,turning,695 697,790,"[[1.0], [1.0]]","[[1], [2]]",0.3
428,CN30,J293,junction,turning,700,695 697,"[[0.8, 0.2]]","[[1, 1]]",0.3
429,CN31,J295,junction,turning,693 694,698,"[[1.0], [1.0]]","[[1], [2]]",0.3
430,CN32,J282,junction,turning,676,693 694,"[[0.8, 0.2]]","[[1, 1]]",0.3
431,CN36,J199,junction,turning,867 869 887,863 864 865,"[[0.4, 0.4, 0.2], [0.1, 0.1, 0.8], [0.4, 0.4, 0.2]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
432,CN37,J180,junction,turning,877 881 883,876 880,"[[0.8, 0.2], [0.5, 0.5], [0.5, 0.5]]","[[1, 1], [2, 2], [3, 3]]",0.3
433,CN40,J76,junction,turning,990 1008 1015,1018 1023 1024,"[[0.2, 0.4, 0.4], [0.3333333333333333, 0.3333333333333333, 0.3333333333333333], [0.2, 0.4, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
434,CN41,J56,junction,turning,1032 1038,1033 1039,"[[0.8, 0.2], [0.2, 0.8]]","[[1, 1], [2, 2]]",0.3
435,CN43,J29,junction,turning,1084 1120 1155,1119 1153 1156,"[[0.2, 0.4, 0.4], [0.8, 0.1, 0.1], [0.2, 0.4, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
436,CN44,J179,junction,turning,849 1050,845 846,"[[0.5, 0.5], [0.5, 0.5]]","[[1, 1], [2, 2]]",0.3
437,CN45,J106,junction,turning,1071,1074 1080,"[[0.5, 0.5]]","[[1, 1]]",0.3
438,CN46,J173,junction,turning,861 1087 1098,849 862,"[[0.2, 0.8], [0.5, 0.5], [0.5, 0.5]]","[[1, 1], [2, 2], [3, 3]]",0.3
439,CN47,J137,junction,turning,1141 1152,1147 1149,"[[0.5, 0.5], [0.5, 0.5]]","[[1, 1], [2, 2]]",0.3
440,CN49,J335,junction,turning,650 664 667,662 665 666,"[[0.1, 0.8, 0.1], [0.3333333333333333, 0.3333333333333333, 0.3333333333333333], [0.1, 0.1, 0.8]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
441,CN50,J519,junction,turning,357 360 364,355 362 363,"[[0.1, 0.8, 0.1], [0.8, 0.1, 0.1], [0.3333333333333333, 0.3333333333333333, 0.3333333333333333]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
442,CN51,J192,junction,turning,844 981 1003,843 1046 1051,"[[0.3333333333333333, 0.3333333333333333, 0.3333333333333333], [0.1, 0.1, 0.8], [0.1, 0.8, 0.1]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
443,CN53,J193,junction,turning,843 852 853 870,844 847 848 851,"[[0.25, 0.25, 0.25, 0.25], [0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.8], [0.06666666666666667, 0.06666666666666667, 0.8, 0.06666666666666667], [0.06666666666666667, 0.8, 0.06666666666666667, 0.06666666666666667]]","[[1, 1, 1, 1], [2, 2, 2, 2], [3, 3, 3, 3], [4, 4, 4, 4]]",0.3
444,CN54,J431,junction,turning,418,567 569 571 572,"[[0.06666666666666667, 0.06666666666666667, 0.8, 0.06666666666666667]]","[[1, 1, 1, 1]]",0.3
445,CN55,J149,junction,turning,1143 1145 1149 1157,1142 1146 1152 1154,"[[0.8, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667], [0.06666666666666667, 0.8, 0.06666666666666667, 0.06666666666666667], [0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.8], [0.06666666666666667, 0.06666666666666667, 0.8, 0.06666666666666667]]","[[1, 1, 1, 1], [2, 2, 2, 2], [3, 3, 3, 3], [4, 4, 4, 4]]",0.3
446,CN56,J159,junction,turning,1133 1142 1146,1138 1143 1145,"[[0.4, 0.2, 0.4], [0.1, 0.8, 0.1], [0.4, 0.2, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
447,CN61,J394,junction,turning,508 523 527 534,509 524 528 529,"[[0.8, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667], [0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.8], [0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.8], [0.25, 0.25, 0.25, 0.25]]","[[1, 1, 1, 1], [2, 2, 2, 2], [3, 3, 3, 3], [4, 4, 4, 4]]",0.3
448,CN64,J220,junction,turning,836 894 900,810 893 899,"[[0.4, 0.4, 0.2], [0.4, 0.4, 0.2], [0.1, 0.1, 0.8]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
449,CN66,J249,junction,turning,818 822 825 833,819 821 826 827,"[[0.4, 0.1, 0.1, 0.4], [0.06666666666666667, 0.8, 0.06666666666666667, 0.06666666666666667], [0.06666666666666667, 0.06666666666666667, 0.8, 0.06666666666666667], [0.4, 0.1, 0.1, 0.4]]","[[1, 1, 1, 1], [2, 2, 2, 2], [3, 3, 3, 3], [4, 4, 4, 4]]",0.3
450,CN73,J683,junction,turning,206 209 220,210 215 221,"[[0.2, 0.4, 0.4], [0.8, 0.1, 0.1], [0.2, 0.4, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
451,CN74,J703,junction,turning,121 124,125 129,"[[0.5, 0.5], [0.2, 0.8]]","[[1, 1], [2, 2]]",0.3
452,CN75,J704,junction,turning,107 120 123,118 119 121,"[[0.8, 0.1, 0.1], [0.1, 0.8, 0.1], [0.3333333333333333, 0.3333333333333333, 0.3333333333333333]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
453,CN77,J638,junction,turning,85 104 127 152,110 126 144 153,"[[0.1, 0.1, 0.4, 0.4], [0.8, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667], [0.06666666666666667, 0.8, 0.06666666666666667, 0.06666666666666667], [0.1, 0.1, 0.4, 0.4]]","[[1, 1, 1, 1], [2, 2, 2, 2], [3, 3, 3, 3], [4, 4, 4, 4]]",0.3
454,CN79,J647,junction,turning,170 176 178,169 174 175,"[[0.4, 0.4, 0.2], [0.1, 0.1, 0.8], [0.4, 0.4, 0.2]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
455,CN80,J636,junction,turning,153 169 279,152 162 170,"[[0.8, 0.1, 0.1], [0.2, 0.4, 0.4], [0.2, 0.4, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
456,CN83,J733,junction,turning,29 157 160 167,159 161 165 166,"[[0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.8], [0.4, 0.4, 0.1, 0.1], [0.4, 0.4, 0.1, 0.1], [0.06666666666666667, 0.06666666666666667, 0.8, 0.06666666666666667]]","[[1, 1, 1, 1], [2, 2, 2, 2], [3, 3, 3, 3], [4, 4, 4, 4]]",0.3
457,CN85,J641,junction,turning,98,81 87,"[[0.5, 0.5]]","[[1, 1]]",0.3
458,CN86,J610,junction,turning,105 246 264,54 262,"[[0.8, 0.2], [0.2, 0.8], [0.5, 0.5]]","[[1, 1], [2, 2], [3, 3]]",0.3
459,CN87,J493,junction,turning,425 445,428 434 442 446,"[[0.8, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667], [0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.8]]","[[1, 1, 1, 1], [2, 2, 2, 2]]",0.3
460,CN88,J764,junction,turning,21 37 39 40,24 27 36 38,"[[0.4, 0.1, 0.4, 0.1], [0.4, 0.1, 0.4, 0.1], [0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.8], [0.06666666666666667, 0.8, 0.06666666666666667, 0.06666666666666667]]","[[1, 1, 1, 1], [2, 2, 2, 2], [3, 3, 3, 3], [4, 4, 4, 4]]",0.3
461,CN89,J735,junction,turning,25 35 42 46,26 41 45 47,"[[0.4, 0.1, 0.4, 0.1], [0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.8], [0.06666666666666667, 0.8, 0.06666666666666667, 0.06666666666666667], [0.4, 0.1, 0.4, 0.1]]","[[1, 1, 1, 1], [3, 3, 3, 3], [4, 4, 4, 4], [2, 2, 2, 2]]",0.3
462,CN90,J759,junction,turning,6 8 11,5 7 9,"[[0.8, 0.1, 0.1], [0.1, 0.8, 0.1], [0.1, 0.1, 0.8]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
463,CN93,J668,junction,turning,172 174 181,177 178 179,"[[0.8, 0.1, 0.1], [0.2, 0.4, 0.4], [0.2, 0.4, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
464,CN95,J530,junction,turning,288 293 452,287 455 457,"[[0.1, 0.1, 0.8], [0.8, 0.1, 0.1], [0.3333333333333333, 0.3333333333333333, 0.3333333333333333]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
465,CN96,J527,junction,turning,444 451 455,443 453,"[[0.5, 0.5], [0.5, 0.5], [0.5, 0.5]]","[[1, 1], [2, 2], [3, 3]]",0.3
466,CN97,J506,junction,turning,412 416 435,411 415 417,"[[0.4, 0.2, 0.4], [0.4, 0.2, 0.4], [0.1, 0.8, 0.1]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
467,CN98,J492,junction,turning,413 424 428,414 423 425,"[[0.4, 0.2, 0.4], [0.1, 0.8, 0.1], [0.4, 0.2, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
468,RB01,RB01,roundabout,turning,1017 1026 1040,1019 1021 1028 1030,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[[1, 1, 1, 1], [2, 2, 2, 2], [3, 3, 3, 3]]",0.3
469,RB02,RB02,roundabout,turning,1161 1172,1167 1169,"[[0.5, 0.5], [0.5, 0.5]]","[[1, 1], [2, 2]]",0.3
470,RB03,RB03,roundabout,turning,1195 1196,1189 1190 1191 1192,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[[1, 1, 1, 1], [2, 2, 2, 2]]",0.3
471,RB04,RB04,roundabout,turning,1348,1100 1104 1105 1106 1107 1111,"[[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]]","[[1, 1, 1, 1, 1, 1]]",0.3
472,RB05,RB05,roundabout,turning,1058 1064 1073 1074 1079,1061 1065 1067 1068 1071 1072,"[[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666], [0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666], [0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666], [0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666], [0.04, 0.04, 0.8, 0.04, 0.04, 0.04]]","[[1, 1, 1, 1, 1, 1], [2, 2, 2, 2, 2, 2], [3, 3, 3, 3, 3, 3], [4, 4, 4, 4, 4, 4], [5, 5, 5, 5, 5, 5]]",0.3
473,RB06,RB06,roundabout,turning,1080 1100,1081 1082 1086 1089,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[[1, 1, 1, 1], [2, 2, 2, 2]]",0.3
474,RB07,RB07,roundabout,turning,1016,952 953 954 955 961 964,"[[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]]","[[1, 1, 1, 1, 1, 1]]",0.3
475,RB08,RB08,roundabout,turning,1063,1047 1049 1052 1056,"[[0.25, 0.25, 0.25, 0.25]]","[[1, 1, 1, 1]]",0.3
476,RB09,RB09,roundabout,turning,1137,1139 1140 1141 1144,"[[0.25, 0.25, 0.25, 0.25]]","[[1, 1, 1, 1]]",0.3
477,RB10,RB10,roundabout,turning,1012 1047,1006 1007 1016,"[[0.3333333333333333, 0.3333333333333333, 0.3333333333333333], [0.3333333333333333, 0.3333333333333333, 0.3333333333333333]]","[[1, 1, 1], [2, 2, 2]]",0.3
478,RB11,RB11,roundabout,turning,1224,1230 1231 1233 1234 1235 1236,"[[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]]","[[1, 1, 1, 1, 1, 1]]",0.3
479,RB12,RB12,roundabout,turning,1200,1209 1210 1211 1212,"[[0.25, 0.25, 0.25, 0.25]]","[[1, 1, 1, 1]]",0.3
480,RB13,RB13,roundabout,turning,932 992 996,982,"[[1.0], [1.0], [1.0]]","[[1], [2], [3]]",0.3
481,RB14,RB14,roundabout,turning,1052,993 994 995 996 998 1000,"[[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]]","[[1, 1, 1, 1, 1, 1]]",0.3
482,RB15,RB15,roundabout,turning,886,897 898 901 902 904 905,"[[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]]","[[1, 1, 1, 1, 1, 1]]",0.3
483,RB16,RB16,roundabout,turning,878,881 882 883 885 886,"[[0.2, 0.2, 0.2, 0.2, 0.2]]","[[1, 1, 1, 1, 1]]",0.3
484,RB17,RB17,roundabout,turning,850 857,855 858,"[[0.5, 0.5], [0.5, 0.5]]","[[1, 1], [2, 2]]",0.3
485,RB18,RB18,roundabout,turning,783 798,781 784 794,"[[0.3333333333333333, 0.3333333333333333, 0.3333333333333333], [0.3333333333333333, 0.3333333333333333, 0.3333333333333333]]","[[1, 1, 1], [2, 2, 2]]",0.3
486,RB19,RB19,roundabout,turning,777 799,797 798,"[[0.5, 0.5], [0.5, 0.5]]","[[1, 1], [2, 2]]",0.3
487,RB20,RB20,roundabout,turning,768,771 772 775 776 777,"[[0.2, 0.2, 0.2, 0.2, 0.2]]","[[1, 1, 1, 1, 1]]",0.3
488,RB21,RB21,roundabout,turning,744 753,742 743 747 749,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[[1, 1, 1, 1], [2, 2, 2, 2]]",0.3
489,RB22,RB22,roundabout,turning,580 593,591 594 595 596,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[[1, 1, 1, 1], [2, 2, 2, 2]]",0.3
490,RB23,RB23,roundabout,turning,548 553,551 552 557,"[[0.3333333333333333, 0.3333333333333333, 0.3333333333333333], [0.3333333333333333, 0.3333333333333333, 0.3333333333333333]]","[[1, 1, 1], [2, 2, 2]]",0.3
491,RB24,RB24,roundabout,turning,562 567,561 564,"[[0.5, 0.5], [0.5, 0.5]]","[[1, 1], [2, 2]]",0.3
492,RB25,RB25,roundabout,turning,467 475,465 466 472 473,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[[1, 1, 1, 1], [2, 2, 2, 2]]",0.3
493,RB26,RB26,roundabout,turning,352 356 368,365 366 367,"[[0.8, 0.1, 0.1], [0.1, 0.1, 0.8], [0.1, 0.8, 0.1]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
494,RB27,RB27,roundabout,turning,353 375 381,376 377 379 380,"[[0.8, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667], [0.25, 0.25, 0.25, 0.25], [0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.8]]","[[1, 1, 1, 1], [2, 2, 2, 2], [3, 3, 3, 3]]",0.3
495,RB28,RB28,roundabout,turning,108 122 125 151,115 116 117 123 130,"[[0.1, 0.1, 0.0, 0.1, 0.7], [0.1, 0.1, 0.1, 0.0, 0.7], [0.2, 0.1, 0.1, 0.1, 0.5], [0.1, 0.1, 0.1, 0.0, 0.7]]","[[1, 1, 0, 1, 1], [2, 2, 1, 0, 2], [3, 3, 2, 2, 3], [4, 4, 3, 0, 4]]",0.3
496,RB29,RB29,roundabout,turning,130 149 155,151 154,"[[0.3, 0.7], [0.7, 0.3], [0.7, 0.3]]","[[1, 1], [2, 2], [3, 3]]",0.3
497,RB30,RB30,roundabout,turning,93 117,101 102 106 108,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[[1, 1, 1, 1], [2, 2, 2, 2]]",0.3
498,RB31,RB31,roundabout,turning,59 63,56 58 65 66,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[[1, 1, 1, 1], [2, 2, 2, 2]]",0.3
499,RB32,RB32,roundabout,turning,133 135,131 132 134 136 138,"[[0.2, 0.2, 0.2, 0.2, 0.2], [0.05, 0.05, 0.8, 0.05, 0.05]]","[[1, 1, 1, 1, 1], [2, 2, 2, 2, 2]]",0.3
500,RB33,RB33,roundabout,turning,19 23 24 158,21 22 164,"[[0.3333333333333333, 0.3333333333333333, 0.3333333333333333], [0.3333333333333333, 0.3333333333333333, 0.3333333333333333], [0.8, 0.1, 0.1], [0.1, 0.1, 0.8]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3], [4, 4, 4]]",0.3
