sample	weight	z_j54_r1_k1	z_j54_r1_k2	z_j54_r2_k1	z_j54_r2_k2	z_j54_r3_k1	z_j54_r3_k2	z_j196_r1_k1	z_j196_r1_k2	z_j196_r2_k1	z_j196_r2_k2	z_j196_r3_k1	z_j196_r3_k2	z_j219_r1_k1	z_j219_r1_k2	z_j219_r2_k1	z_j219_r2_k2	z_j219_r3_k1	z_j219_r3_k2	z_j258_r1_k1	z_j258_r1_k2	z_j258_r2_k1	z_j258_r2_k2	z_j258_r3_k1	z_j258_r3_k2	z_j261_r1_k1	z_j261_r1_k2	z_j261_r2_k1	z_j261_r2_k2	z_j261_r3_k1	z_j261_r3_k2	z_j308_r1_k1	z_j308_r1_k2	z_j308_r2_k1	z_j308_r2_k2	z_j308_r3_k1	z_j308_r3_k2	z_j339_r1_k1	z_j339_r1_k2	z_j339_r1_k3	z_j339_r2_k1	z_j339_r2_k2	z_j339_r2_k3	z_j339_r3_k1	z_j339_r3_k2	z_j339_r3_k3	z_j386_r1_k1	z_j457_r1_k1	z_j475_r1_k1	z_j475_r1_k2	z_j475_r1_k3	z_j477_r1_k1	z_j477_r1_k2	z_j477_r2_k1	z_j477_r2_k2	z_j481_r1_k1	z_j481_r1_k2	z_j481_r1_k3	z_j481_r1_k4	z_j481_r1_k5	z_j485_r1_k1	z_j485_r1_k2	z_j485_r2_k1	z_j485_r2_k2	z_j486_r1_k1	z_j486_r2_k1	z_j487_r1_k1	z_j487_r1_k2	z_j487_r1_k3	z_j487_r1_k4	z_j490_r1_k1	z_j490_r1_k2	z_j490_r2_k1	z_j490_r2_k2	z_j491_r1_k1	z_j491_r2_k1	z_j495_r1_k1	z_j495_r1_k2	z_j495_r1_k3	z_j495_r2_k1	z_j495_r2_k2	z_j495_r2_k3	z_j495_r3_k1	z_j495_r3_k2	z_j495_r3_k3	z_j495_r3_k4	z_j495_r4_k1	z_j495_r4_k2	z_j495_r4_k3	z_j496_r1_k1	z_j496_r2_k1	z_j496_r3_k1	z_j497_r1_k1	z_j497_r1_k2	z_j497_r1_k3	z_j497_r2_k1	z_j497_r2_k2	z_j497_r2_k3
16	0.015625	-0.4470641463	1.568608343	1.22330069	0.4679313775	1.051769289	-0.4869076965	1.182818665	-0.4397554808	1.279305366	-1.166829455	0.7025247195	-0.926809791	-0.1338536527	-0.9179338782	0.3043640733	1.164336017	0.5719282092	0.003262823762	0.7199694351	-1.899073402	-0.7042424728	0.8678184441	-0.4848294826	2.150627265	-0.6599818516	-0.9697252555	-2.551297949	0.8895149263	-0.434777705	-1.749346207	-0.8717761191	-0.696376472	-1.140886423	-0.4843357325	-0.2124014572	0.4935004766	-0.0625486905	0.3593639048	0.3989503365	-0.4893092947	2.157765332	-1.276365566	0.1713122163	2.391253421	-0.1214299045	-1.213069761	-1.626407115	-0.5669087647	-0.4778428492	0.3137822684	-1.468353377	-1.65272424	0.9126448592	-0.05719496584	-1.2222299	-2.084668112	0.7949844438	-1.384793321	0.3923499705	0.01915411396	0.2412630377	-0.9693367457	-0.6804970801	0.46473275	0.2213509776	1.475747902	1.3730033	0.5099118242	1.111009903	0.8623098562	-2.288899291	-1.027375341	0.6854249664	-2.172035186	1.209545222	-0.264124209	2.094001719	1.27024117	-1.793328976	0.3345303201	-0.4712503294	0.3857275139	-0.2739965307	1.407423843	0.8634336975	0.2423138021	-0.3174371541	0.1366450244	-2.100025027	-0.8575662662	2.741283529	1.970588218	0.7560542999	-1.54810204	-0.2233181218	0.1831938923	0.3908561635
17	0.015625	3.26658553	0.6145906312	2.00164441	1.630058025	0.9118456851	-0.2642301967	-0.4955449046	1.25487543	1.073822493	-0.4669495957	-0.2584215024	2.160369655	0.5838246297	-0.6593331373	2.0611113	0.3369792596	-0.3016279229	0.7578175483	1.777315246	1.638147143	1.257095214	-0.2305056173	0.08163452732	2.538374053	0.5477872423	-0.1962714125	-1.48129748	0.3631883119	-0.7234312981	0.4694589722	-0.5460793398	0.215489354	-1.943217095	1.826609567	-0.3856802624	-0.4071898018	0.1582582595	-0.01555674349	-0.8417403727	0.5465864508	0.3216312689	0.225907256	-0.6649884229	-0.009830464872	0.3263181393	-0.5214768195	0.1623547933	-0.3058173305	-0.01205356452	1.100460559	0.9861928349	-1.789122058	1.033390878	1.398251371	-0.7662505838	-0.8465317477	-1.034610307	0.5070613707	0.04478355644	0.5278768225	0.2877990914	0.9411760174	0.1963657005	2.072268303	-1.454044143	0.4405441781	1.46679043	0.09262623561	0.7291733372	2.058920789	-0.4907517009	1.391095193	-3.205402233	0.5356090759	0.7798983428	0.920212683	-0.9211277084	0.9301209334	0.1758110729	0.2051173237	-1.888440368	-1.017397374	-2.109594687	0.6598997292	1.209761419	-1.894940453	-0.0779690164	-2.041065243	-1.164300082	0.6743794431	-0.9706575373	-0.4642533384	0.07397040311	0.7249199046	1.757146889	2.597232076	-1.864623348
18	0.015625	-1.648378299	-0.2828652428	1.910020959	-1.078619352	-0.2633498316	0.5839159312	-2.715986878	-0.6012331426	1.293650739	-1.468535994	1.449104471	0.7192232135	-1.199923077	0.659115972	-0.2984420656	0.2064591756	0.05170055024	-0.4311101472	1.605063119	0.8752070661	-0.7246213076	1.249839772	0.3816403057	-0.6749812468	-1.998876456	1.146133811	-0.02025944924	-0.003799767998	-0.6620527164	0.02121385665	0.7006002343	-0.1483626279	0.4911695341	-1.47904189	1.381901849	0.346496961	-0.8644639816	1.345146664	0.2605312614	-0.3972867167	-0.08013321142	0.1619125731	-1.478914397	-0.0571760443	-1.000024037	0.4718719848	0.9483134832	-0.5571579158	-0.3033923593	-0.5506586919	0.8193753754	0.6409202346	1.531716316	0.5192333175	-0.7086549608	-0.874625449	1.593147168	-0.5780687135	-1.755449957	-0.4038510806	-1.156383304	2.328464262	1.486796033	0.7241914053	1.087547493	1.736052443	1.321301407	-0.2850068465	1.311385658	0.7922732722	0.6282869087	1.389155756	1.800887353	-0.3702978108	1.012353326	-1.80189152	-1.285400258	-1.055649874	0.1683260201	1.331883222	-0.2160695622	-1.209682726	-0.007764026291	-0.1104278262	-1.262411103	0.1431210055	-1.453365113	1.183462066	0.7798019274	-0.8071338452	0.07664429234	1.616550684	-2.047079705	-0.3320611207	-0.9901416141	-0.4033196145	1.348940513
19	0.015625	-1.491078283	0.8909604386	0.6872888764	0.5786050254	0.6405646846	0.2078389424	-0.3500644964	0.4464351717	0.4240468882	-0.2580960401	0.7717157997	-0.1287870801	-0.1081695689	-0.7632422594	-0.4224567712	-0.8222558056	2.702706072	0.03492152416	-0.3350663407	1.266349095	-1.186083146	-1.465849121	-0.2350670274	1.451225229	0.924659378	-0.310331719	0.2738612843	-1.222941548	-1.126021314	-1.219920728	2.871874753	0.4522518493	0.03852179412	-1.671612899	-1.89768408	0.9007423622	-0.5054057181	0.7962540298	-0.06826020727	-1.235761499	-0.1411797122	1.016177688	-0.9822263493	0.3247003122	-0.3782026045	-0.4794611957	-0.2900568857	-0.2319327476	0.4509149728	-0.2230648084	-1.052864739	-1.523537659	-0.2868980053	0.1418954505	0.414068476	1.458601375	2.199513203	0.04193836176	0.3315094598	-0.4770676369	0.4823140467	-1.342208125	-0.7493735203	1.897717479	-0.8660161754	0.4710587005	-0.50152798	-0.4453826807	0.8733474417	3.96615304	1.316484458	-0.3434483686	-0.3300904141	-2.034476353	0.1732096362	0.3406954626	0.9610059404	0.843227686	0.134764117	-2.652950475	-0.214416867	0.6564572341	-0.3496069533	0.9667360428	-1.320461668	0.9046764462	1.980853034	-0.7191228958	0.9979492312	-0.06796971647	-0.09689597977	-1.227585568	0.4242518678	-0.09082935744	-1.331567744	1.663324548	0.8951157066
20	0.015625	-1.878566427	0.353794566	-0.1093996055	0.06039575829	-0.4450215154	-0.03690476465	-0.4226358691	1.72364289	-0.5270252998	-0.786701149	-0.8139375259	2.228739411	1.505799079	-0.6904332326	1.577282805	1.564499	-1.991151679	-0.07336332171	1.375836196	0.5892648439	-0.4537758476	-0.8716750417	-0.8169523787	0.8164580611	0.7742073264	-1.164714087	1.558691384	-0.3613134323	0.5294430744	0.2837753756	1.601304732	-1.019852444	0.3465712999	-1.277911392	-1.533058494	-0.809555608	1.530169491	0.3465958651	0.8258591543	-0.9970526719	-0.1619047669	-2.677894907	-1.614618392	1.915737033	0.3981310175	-0.00122787925	1.845076361	-0.0775203003	0.5843327647	0.9323503822	-0.3590959509	-0.8604758012	0.318501404	0.3198581172	-1.304895654	0.24720272	-0.3154926445	-0.7759167359	-0.9689152258	-0.7672532332	0.3843296221	0.7132802003	0.2376320903	0.1547984451	1.012398477	0.7025207965	-0.1694241875	-1.332529862	1.263360011	-0.1069217956	-1.08832989	0.6718275499	1.069752506	1.157834803	-0.4932713973	-0.9034442093	0.2404635832	-0.2278107315	-2.729442358	0.05747067193	-1.084470051	0.2842089573	0.6810292882	-2.581507733	-1.311141365	0.8393878104	2.213864374	-0.7132365417	-1.868123437	-0.8837576983	0.6509534312	0.1850344276	-2.088101924	-3.289261971	2.492547502	-2.290257994	-1.383073381
21	0.015625	-2.653703122	0.1573581086	0.08278278902	-1.059292045	-0.3414812898	1.477368039	0.881006961	-0.5194081073	0.9268609525	0.4317655784	-0.3859220012	-0.5870330976	0.2146194828	-1.2002103	-0.5928225565	-0.2304319813	0.05908253611	1.370651442	0.1283277308	-1.456605097	-0.5317726878	0.7163981873	-0.5666857989	-1.607661604	0.2398328267	-1.036518368	1.313232857	-0.4654835937	0.6017917878	0.3588201043	0.8579099386	0.9165075688	1.415048303	-0.8839432507	-0.3339097235	0.6421755345	1.311177749	2.363998644	1.820570876	-1.485121596	1.687364871	1.312384427	-0.4359127432	0.3595163258	0.8551813446	-0.161107744	-0.9222924067	0.3768074457	1.347326141	-1.17270978	-1.011219689	-0.7546634766	1.587580147	0.3546625285	-0.4406617986	1.304107664	-0.2128275707	0.3298116426	1.801560766	-1.177428604	1.032496591	-0.8118318062	0.06828098013	0.448477237	0.6793808832	1.669290324	0.1042624965	0.8036933887	-0.6271097673	-0.4861987109	-0.4837840297	-0.8525865791	-1.290059222	-0.2530383055	1.176043193	-0.3181083148	1.879908212	-0.2640931522	-0.6062799394	0.6434795029	-0.497650036	-0.6589201182	0.2907807037	0.8586740065	1.869553651	0.8332364362	-0.6759052535	0.6925988378	0.5090557573	-0.3530419346	0.2818585639	-1.092665283	-0.4648187038	-1.019757809	0.1769494633	-0.8212524645	1.118067217
22	0.015625	-0.9592395888	1.32565568	0.2554814712	1.411128558	-0.6053214044	-0.8256722485	1.238871406	0.5987108237	0.385967874	-0.9721764244	-0.03255723272	1.12961846	3.303763308	-0.1764712195	-0.6102159055	0.2504043775	-2.790546761	-0.3830548723	0.3866415315	0.5930621785	-0.4963200278	0.3685363606	-0.4192644179	1.60091957	-0.449828973	-3.148535952	1.795717764	-1.120251061	0.4563811611	0.1954819738	0.5050050225	1.481065967	-1.487651715	-0.7855853111	-0.01202939694	0.6318847966	-1.01941761	-0.2547664614	-0.271363029	-2.817567195	1.602134859	-0.6011500983	-1.07896372	0.2199267744	-0.08559124847	-0.4614513103	1.978287902	-0.428564805	1.08241524	0.32101498	1.449748069	0.38343005	1.492957052	-0.6961249687	-0.9443309092	-1.007358082	-1.150014795	1.685958409	0.7606308815	-0.02337414867	0.4938036363	-1.13385427	1.1098774	0.802390055	1.274732597	1.548039509	-0.8784843369	1.254890404	-1.187618588	1.647283896	0.1544261882	1.729263333	-1.92072522	-1.310696461	0.09753543078	-0.6600984784	-0.02203271493	-0.268013976	-3.142040098	-1.02533297	-0.7004733885	0.5573332796	-2.075521428	-1.748286666	0.118310665	-1.072295391	0.3686160644	0.40504845	2.651758398	2.181970399	0.675091738	-0.4393699766	2.726075147	-1.471140175	0.001284652875	1.109084242	-0.4709180428
23	0.015625	-1.004239691	-0.1500950653	-0.02365523778	-0.7929316339	1.889895862	-0.4349497764	0.379149606	-0.2556982146	-0.1812595843	1.831400409	-0.1006762691	-0.2880199102	-0.9096264978	0.1250217541	2.77768915	-0.5022050729	1.637898409	-0.4006821765	-0.5783730131	0.6372426075	-0.7331040892	0.2631317094	-0.6308450076	2.072767502	0.7574611842	-0.5254159555	0.2706898136	-1.6880565	2.212475213	1.836734019	-0.4372774055	0.5785781039	1.226435906	-0.9109752944	-0.6569706748	0.6215249211	-0.9907050096	0.5882010056	-0.3371052278	-0.5153077739	-1.319695223	1.65682309	-0.8638183839	0.4291705945	-0.7597010938	0.190525558	-2.261038382	-1.385875191	-1.749472274	0.02612505252	-0.408991432	-0.2182751214	-0.5507635174	-0.1848874783	0.6426423392	-1.695004692	0.9298314205	0.9706415125	-0.8732598264	-0.9735162418	1.066663196	-0.9320381581	-1.350154835	1.056486431	1.381631909	0.2114569671	1.789986869	1.300287634	-1.634093255	-0.3007620033	-0.2517338977	0.641623826	0.4949552201	-0.887568782	0.4043637597	-0.6764300764	0.5083608191	-0.6451986743	0.4258124571	-2.177662936	-1.681286766	0.6684871953	0.6665307625	-0.2186473218	0.3616099984	0.0008708466794	-0.02149757708	0.5216869568	0.1827948901	1.102816482	1.303781533	0.3422007514	2.325908034	0.3373338128	0.6779680839	1.469906842	2.2813414
24	0.015625	-1.794302796	-0.7885921562	-1.564127686	0.6802052998	0.1894846871	0.4214025178	-0.5958922291	-0.7757295796	1.520698967	0.2547559617	-0.07960464258	-0.7487953216	1.613983625	-0.4135795673	-0.0113745495	-0.8775892136	-0.5181384892	1.143939701	-0.4977703605	-1.206812438	0.4105314051	-1.887180542	-0.05681130443	-1.39038745	-0.4763871063	0.176213322	1.193997053	0.183752545	-0.4822923739	-0.8576385895	1.061032544	0.5763749991	0.5503738577	-0.76263689	-1.431085095	1.371730601	-2.393362635	0.4194264017	-0.3477575423	1.836201799	-1.759885016	-1.10613755	-1.199764724	-1.406694409	1.153531067	-0.2225510918	0.2207677322	-0.6435410351	2.369307369	-1.299879076	-0.2290940912	0.3201016937	-1.985194409	-0.5160338579	0.1278113773	1.480691523	0.1956368725	0.6163279559	1.480340797	-0.0347967211	0.180487083	0.1350561277	0.2089919148	0.06321272901	1.6256432	-0.7505599821	-1.133974712	1.82492774	0.398932066	1.45651083	-1.066795463	-1.902432845	0.01149768991	-0.4498340736	-1.189052333	1.100231281	0.8392823485	-0.2928807685	-1.240113527	0.07081040165	-2.588146814	0.6750892079	-1.248616838	2.42028387	1.783090609	0.8850165719	0.4528599185	-3.037549686	0.7986781257	-1.081947587	0.2444399832	1.556852491	1.08646753	-0.8214460128	2.267417836	-0.09068684691	-1.992234901
25	0.015625	-0.6796125001	0.3244006257	-0.2084649621	-0.1173253544	-0.6494484584	2.908236399	0.450532364	0.3436731976	-0.5253108876	0.3598633849	-0.1478974908	0.9482614709	0.4262743346	0.01158337111	0.7467353888	1.201827026	0.1637384674	-1.369448126	-0.8771402824	-0.1491013599	0.3815522293	0.0204829019	1.910296997	-0.5092993407	-1.230112694	-1.695134504	0.1293509214	-0.7098567438	1.373060323	-0.7965219929	-0.7902133319	0.4242401631	0.7519645112	1.72178232	-2.338209895	-1.54296572	0.9182112415	1.192689509	0.7047026646	-0.4346324335	0.09624618853	1.412384471	-1.640142449	0.9870643685	-0.9659479794	-0.9516057578	-1.733336764	0.4481438283	1.464159817	0.4421063497	0.4916595647	-0.9674469505	-1.123704724	-1.973549069	0.7615282496	1.229504278	-2.353936412	-0.6815805217	2.880017358	-0.7197660252	0.04837755678	0.04406666113	-0.5108190673	3.675987394	-0.7553983203	-4.04525152	-0.2872346865	-0.8712885258	-0.2937412295	3.245079025	0.01956307297	-0.5186124336	-1.52822216	-1.331358756	-0.3045146383	0.5765205828	2.953925705	0.08654761247	-2.700911003	-0.1193583204	-0.771505945	-1.667072713	0.6379317764	0.8274572658	0.07214594557	0.07890527923	1.991849102	0.6248544691	0.776543604	0.9911193795	-1.956634472	0.1277180055	-1.315651189	-0.9060944302	-1.085469149	0.5161712145	-0.5706901897
26	0.015625	1.146840051	0.6085945289	1.160273222	0.3870098846	1.059106253	-1.779700734	-0.6000499703	0.4850944596	0.4682841916	-0.4884381711	2.123823952	-0.5032909888	-0.7938083559	0.6611384423	-0.1087005426	0.9636874961	-0.5561839609	0.4898436994	-2.705859214	-1.629286786	2.438439944	-0.07024221508	-1.11171169	1.181038222	-1.566961531	0.4824992912	0.3979068134	-1.412197727	2.209538118	-1.032250215	0.633131048	0.5226937589	0.687390364	0.0497921388	0.30699683	0.05514116328	0.4909656117	-0.1559903507	0.2293195541	-0.838309099	-1.272104285	-0.05419847254	-0.7384035712	0.4523942439	-0.2582139573	1.304439563	-2.705264012	0.04274897676	0.6630798585	0.8402598131	-2.272315424	-0.3690195929	0.00404390749	-1.089770978	0.3438110247	0.5860976789	1.085459855	2.109867397	1.03838145	-0.9876004569	0.4278189305	-0.3945621649	0.5830674676	0.4020133201	1.510780325	0.7412838086	-0.9845829369	1.275961501	-0.02714115103	1.264435618	0.3679075689	-1.894380341	-0.5708848358	0.3619329878	-1.344890608	0.09731732467	0.8817895596	-0.9149718915	-2.026277946	-0.04053770361	-1.373693867	1.328366811	-0.9127620508	-0.5360333951	3.811447847	-2.175051261	-0.1803042793	0.7263651246	3.438924116	0.3760348717	-3.060659409	1.178615062	-0.2242624481	-0.5347993615	-0.111152447	0.7772930784	-0.6186888494
27	0.015625	0.3059122406	0.2258819095	-2.062781172	0.07965836754	0.3611850938	0.2928901712	0.414183604	0.6908843834	-0.512188105	-0.4799903156	1.323412531	-0.8138781663	0.3803309311	-0.1879396406	-0.778476504	-0.2659727849	-0.7385010111	-1.149237214	-0.2338711401	-0.2781614057	1.259956542	1.637659768	-1.229912948	-0.391606675	-0.1945999991	-0.4880633426	-0.806074834	-0.8281205795	-0.415387256	-1.324344316	1.344466588	-0.5949919755	0.1973799089	-0.8918221794	0.8257514014	-0.3297556627	-2.390788657	0.4769502846	-0.1876000294	1.805222069	0.5272959383	-1.035908659	-1.391886386	-0.04712312551	1.118812629	-0.8714118667	1.392385054	0.4935442471	1.572918944	-0.4345208784	-0.556075667	-0.4411713407	2.188697896	1.18368379	-0.5813130623	0.4874437935	-0.1710527953	-0.3903758174	-1.032747088	2.307844422	-0.9286189266	-1.378673933	1.874081974	0.8192569466	1.280702331	-1.756211763	0.03275706378	0.1490682063	0.3302725199	0.7225026484	1.254363631	0.6015141495	0.8073474589	1.117089658	1.195964448	-0.5088877741	0.5277636908	-0.1088533899	-0.3462387187	-1.07245729	-1.451519185	-1.688488558	0.4332225538	-0.559994587	-1.772143334	0.596313381	-0.04981183453	-0.4811989534	0.4414863037	-0.04716862425	0.07618553608	-0.897276179	-0.06630811151	-1.581952309	-2.775652512	-0.6753760373	-1.348544247
28	0.015625	-0.3545220132	0.2964595294	-0.7265461734	0.8464223173	-1.959936214	-1.245488754	-0.3607340231	-1.863655168	1.887380578	0.7641216069	0.08317431669	0.3952005185	0.06940496411	-1.054752954	-0.02536925924	-1.365682285	1.200006403	1.155944644	0.3691442097	-1.969913579	0.4475213988	0.215807917	-0.09856191159	-0.07462617312	0.002370018274	0.3840904405	-0.464029104	1.638605031	-2.572488579	-0.006999693817	-0.07731367822	-1.113297298	-0.1646367467	0.912304181	2.528070696	-2.569875127	-3.028764308	-0.2041169767	-1.076189365	-2.254706141	0.5618719283	0.8757800443	-0.748092586	-0.3373478357	1.078618893	0.01820143167	-0.5646482133	-0.3557946208	1.228125152	0.2391644664	1.981157158	-0.2104722187	-0.512310635	-0.843113012	-0.007447021947	0.3605109149	0.7049552773	0.0553067396	1.502571268	0.1778467617	0.3897850205	-1.029210183	0.9179079265	1.004727886	0.2072280272	1.110243571	0.9058151974	-0.04598887393	1.109627359	3.114900848	-0.422221755	-1.366923637	-1.917431498	0.569457178	-0.3103187113	0.998720429	0.462357574	0.8838529992	0.2896147581	0.1504847272	0.3760102603	0.458683489	1.152376224	0.04087879859	0.9707934548	0.1402333693	-0.7246184063	-0.1933762455	-0.729297952	-1.804193116	0.7655605163	-0.7111081297	0.4821510571	1.267174492	-0.1362546764	0.5948965776	-1.853047679
29	0.015625	-2.757071429	0.2715130419	-1.391951082	-0.01392888063	0.8030415851	0.7277866234	1.211808196	-1.583143063	-0.02976663252	0.5250240137	-0.1537133185	-1.72671433	0.08527943392	-0.229801355	0.5718514725	0.5590897704	0.6591243937	1.508358463	0.309904525	1.034734471	-0.9135917892	0.6590177385	-1.563538453	1.783130892	1.338593752	-0.1501520744	0.5050783951	0.6255165594	0.7126884106	-1.533073068	-0.1932071105	-1.044582106	0.02140133309	-1.04929245	-2.074901631	-0.3003943829	-0.9809206506	0.06497215811	-0.8798090932	0.2792665443	0.002332222834	1.303101401	-0.3453500179	1.047571299	0.3282509257	-2.183246871	-0.4104644678	-0.3909415231	0.4078159781	-0.4318405342	0.5245497227	-0.07272682301	-0.0665516316	-1.743395222	0.8082949415	4.144275239	0.0175328294	0.8937840087	0.09262503654	0.07927748371	0.3147328791	-1.270712627	1.278585572	1.107852524	0.01414042262	0.8070793983	2.141069952	0.4793838412	-0.3714336504	-1.84653384	0.8759169058	1.013117412	1.108264585	2.131458164	1.98440949	-0.5974167106	-1.836189459	-0.9868506345	-1.177253737	-0.2768186928	-3.214513632	-0.113172307	-0.02712037134	1.453804339	1.916636721	0.4386526291	-0.9887263108	2.196895536	0.01578904712	-0.7630230803	-1.119150322	-0.4883646496	0.4908837739	1.45582481	-0.9520278501	0.6600480185	-0.6926894978
30	0.015625	-0.3833140058	-1.087273744	0.1392796812	0.2196147859	1.843477953	1.128187485	-0.723625322	-2.947429761	-1.31788656	1.176176547	-0.250750924	0.2686024688	0.07634909702	0.6866650646	0.6384194774	0.08279584876	-3.020789207	0.2218342546	1.000491669	-0.212175357	-0.7831451024	1.440322158	-0.3247908238	1.483537094	0.6908325162	2.557186832	-0.5471458448	-1.337098117	-1.841059477	-0.4871506418	0.1249907951	0.37460289	-0.67584114	-2.096241208	-2.40965775	-0.1384943333	-2.39184472	0.9273745818	-0.2960221083	-0.7752680446	-0.5294768469	1.374209195	0.6330916353	-0.4597127108	-0.4047732525	0.5439948326	-2.333963576	0.5198170128	-0.3984919292	1.686901717	-1.953398816	-0.7741994631	1.333344125	-1.213974259	-0.1272015369	3.315841937	1.112493329	1.034488024	-0.3175832123	0.3105325356	0.2970476675	1.61561311	2.618836863	0.9798008988	1.746118779	-0.6795513434	2.369878408	-0.2783440796	-1.004570257	1.181585996	-0.4108353228	-0.001315367327	1.343238874	-0.0540931351	2.657097152	0.1721016019	1.384112935	-0.02775686873	-1.362777986	-1.221184216	1.31816193	0.2900259845	-2.496847964	1.934080995	1.912245668	0.2909815598	-0.1649713022	0.03981903176	1.938611689	-0.7074488529	2.474584473	1.555712361	0.3863619264	-1.324939752	-0.4974374429	-1.572975403	0.3247693795
31	0.015625	0.00596799599	1.039000211	3.349758396	-1.54329824	-3.216181534	-0.943857387	-2.428754221	0.7881156154	1.026697574	-0.2674276501	-0.06205513113	1.584945182	0.735903657	2.330386011	0.03504832668	2.621596891	-1.243151565	-1.366397071	2.318031416	1.212185091	-0.5598962469	-0.1676780613	0.5124439097	-0.4551457686	-2.422480904	-0.8618998181	0.8884959484	1.998708884	-0.9166198075	-1.010100552	2.182017654	-0.3075878212	-1.394384384	-1.450948047	0.8252591181	-1.61856952	-2.223727745	0.3799683757	-0.1768222366	0.9222445885	0.01615380391	0.8815978276	-1.576530331	1.804119747	-0.4134834723	-0.4388949414	-0.7098086365	0.7906963753	1.869774776	1.13302108	-0.6694077119	-0.6945587674	0.4800531902	-0.1696600604	0.1562606278	-0.7451262329	-0.005199939619	0.9030469178	0.2322818207	1.359521377	-0.8162952197	-0.08493493221	2.406366774	1.298372473	-0.995789344	-1.300395614	0.3623695191	-0.9386514042	-0.6468654579	0.6127658801	2.102406627	-1.805101671	-0.6348577036	-0.2627661711	0.9286271313	-0.6405090496	1.166775945	-0.6568865486	-0.3129620837	-1.140804303	2.286016784	-3.168956975	0.5651869335	-1.005240763	1.08298026	-0.9107611263	0.2078245466	0.2427296001	-0.821882479	0.5394114158	-0.4246917522	0.3689350225	-1.116623517	-2.064310871	0.6158115124	-0.5295314114	-1.134648158
